"employee_key";"employee_id";"age";"gender";"department";"job_role";"job_level";"monthly_income";"attrition"
969;101032;46;"M";"Sales";"Sales Executive";3;10096.0;"Yes"
970;101033;39;"Female";"Research & Development";"Laboratory Technician";1;3646.0;"Yes"
971;101035;45;"male";"Research & Development";"Healthcare Representative";3;10851.0;"No"
972;101036;31;"FEMALE";"Human Resources";"Human Resources";1;2109.0;"No"
973;101037;31;"Male";"Research & Development";"Laboratory Technician";1;3722.0;"Yes"
974;101038;45;"male";"Research & Development";"Manufacturing Director";3;9380.0;"No"
975;101039;48;"M";"Sales";"Sales Executive";2;5486.0;"No"
976;101040;34;"f";"Human Resources";"Human Resources";1;2742.0;"Yes"
977;101041;40;"Male";"Research & Development";"Research Director";3;13757.0;"No"
978;101042;28;"M";"Sales";"Sales Executive";2;8463.0;"No"
979;101043;44;"M";"Research & Development";"Laboratory Technician";1;3162.0;"No"
980;101044;53;"Male";"Research & Development";"Research Director";4;16598.0;"No"
981;101046;40;"male";"Research & Development";"Research Scientist";1;2345.0;"No"
982;101047;44;"male";"Research & Development";"Research Scientist";1;3420.0;"No"
983;101048;33;"Male";"Sales";"Sales Executive";2;4373.0;"No"
984;101049;34;"M";"Sales";"Sales Executive";2;4759.0;"No"
985;101051;42;"FEMALE";"Research & Development";"Laboratory Technician";1;3673.0;"No"
986;101052;44;"Female";"Sales";"Sales Executive";2;4768.0;"No"
987;101053;30;"male";"Research & Development";"Research Scientist";1;1274.0;"No"
988;101054;57;"Male";"Research & Development";"Research Scientist";2;4900.0;"No"
989;101055;49;"M";"Research & Development";"Healthcare Representative";3;10466.0;"No"
990;101057;28;"Male";"Sales";"Sales Representative";1;2909.0;"Yes"
991;101058;29;"Female";"Sales";"Sales Executive";2;5765.0;"Yes"
992;101059;34;"Female";"Sales";"Sales Executive";2;4599.0;"Yes"
993;101060;35;"M";"Sales";"Sales Representative";1;2404.0;"No"
994;101062;24;"FEMALE";"Sales";"Sales Representative";1;2033.0;"No"
995;101063;44;"M";"Research & Development";"Manufacturing Director";3;10209.0;"No"
996;101064;29;"M";"Sales";"Sales Executive";2;8620.0;"No"
997;101065;30;"male";"Human Resources";"Human Resources";1;2064.0;"No"
998;101066;55;"M";"Research & Development";"Healthcare Representative";2;4035.0;"No"
999;101067;33;"Female";"Research & Development";"Laboratory Technician";1;3838.0;"No"
1000;101068;47;"Female";"Sales";"Sales Executive";2;4591.0;"No"
1001;101069;28;"male";"Research & Development";"Laboratory Technician";1;2561.0;"Yes"
1002;101070;28;"male";"Research & Development";"Research Scientist";1;1563.0;"No"
1003;101071;28;"male";"Sales";"Sales Executive";2;4898.0;"No"
1004;101072;49;"Female";"Research & Development";"Laboratory Technician";2;4789.0;"No"
1005;101073;29;"f";"Research & Development";"Laboratory Technician";1;3180.0;"No"
1006;101075;33;"male";"Research & Development";"Healthcare Representative";2;6388.0;"No"
1007;101076;32;"M";"Research & Development";"Manager";3;11244.0;"No"
1008;101077;54;"f";"Research & Development";"Manager";4;54566.0;"No"
1009;101078;29;"Male";"Research & Development";"Research Scientist";1;2362.0;"Yes"
1010;101079;44;"male";"Research & Development";"Research Director";4;16328.0;"No"
1011;101080;39;"Female";"Research & Development";"Manufacturing Director";3;8376.0;"No"
1012;101081;46;"f";"Sales";"Manager";4;16606.0;"No"
1013;101082;35;"Female";"Research & Development";"Healthcare Representative";3;8606.0;"No"
1014;101083;23;"Male";"Research & Development";"Laboratory Technician";2;2272.0;"No"
1015;101084;40;"male";"Research & Development";"Laboratory Technician";1;2018.0;"Yes"
1016;101085;34;"male";"Sales";"Sales Executive";3;7083.0;"No"
1017;101086;31;"f";"Research & Development";"Research Scientist";1;4084.0;"Yes"
1018;101087;50;"Male";"Research & Development";"Research Director";4;14411.0;"No"
1019;101088;34;"Male";"Sales";"Sales Representative";1;2308.0;"No"
1020;101089;42;"Male";"Research & Development";"Laboratory Technician";1;4841.0;"No"
1021;101090;37;"M";"Research & Development";"Research Scientist";2;4285.0;"No"
1022;101091;29;"f";"Research & Development";"Healthcare Representative";2;9715.0;"No"
1023;101092;33;"male";"Research & Development";"Manufacturing Director";2;4320.0;"No"
1024;101093;45;"male";"Research & Development";"Research Scientist";1;2132.0;"No"
1025;101094;42;"male";"Research & Development";"Healthcare Representative";3;10124.0;"No"
1026;101095;40;"Male";"Sales";"Sales Executive";2;5473.0;"No"
1027;101096;33;"Male";"Research & Development";"Laboratory Technician";2;5207.0;"No"
1028;101097;40;"male";"Human Resources";"Manager";4;16437.0;"No"
1029;101098;24;"Male";"Research & Development";"Laboratory Technician";1;2296.0;"No"
1030;101099;40;"male";"Research & Development";"Healthcare Representative";2;4069.0;"No"
1031;101100;45;"M";"Research & Development";"Healthcare Representative";3;7441.0;"No"
1032;101101;35;"FEMALE";"Sales";"Sales Representative";1;2430.0;"No"
1033;101102;32;"f";"Research & Development";"Research Scientist";2;5878.0;"No"
1034;101104;48;"FEMALE";"Sales";"Sales Executive";2;6439.0;"No"
1035;101105;29;"Male";"Research & Development";"Research Scientist";1;2451.0;"No"
1036;101106;33;"M";"Sales";"Sales Executive";2;6392.0;"No"
1037;101107;30;"M";"Sales";"Sales Executive";2;9714.0;"Yes"
1038;101108;38;"M";"Human Resources";"Human Resources";2;6077.0;"No"
1039;101109;35;"Male";"Research & Development";"Laboratory Technician";1;2450.0;"No"
1040;101110;30;"Male";"Sales";"Sales Executive";3;9250.0;"No"
1041;101111;35;"Female";"Research & Development";"Laboratory Technician";1;2074.0;"Yes"
1042;101112;53;"Female";"Research & Development";"Manufacturing Director";3;10169.0;"Yes"
1043;101113;38;"M";"Research & Development";"Manufacturing Director";2;4855.0;"Yes"
1044;101114;32;"M";"Research & Development";"Research Scientist";2;4087.0;"No"
1045;101115;48;"FEMALE";"Research & Development";"Research Scientist";1;2367.0;"No"
1046;101116;34;"male";"Research & Development";"Research Scientist";1;2972.0;"No"
1047;101117;55;"Male";"Sales";"Manager";5;19586.0;"No"
1048;101119;26;"f";"Research & Development";"Research Scientist";1;2061.0;"No"
1049;101120;38;"M";"Sales";"Sales Executive";2;9924.0;"No"
1050;101121;38;"FEMALE";"Sales";"Sales Executive";2;4198.0;"No"
1051;101123;29;"M";"Research & Development";"Laboratory Technician";1;4723.0;"No"
1052;101124;35;"f";"Research & Development";"Healthcare Representative";2;6142.0;"No"
1053;101125;39;"M";"Sales";"Sales Executive";3;8237.0;"No"
1054;101126;29;"male";"Research & Development";"Healthcare Representative";2;8853.0;"No"
1055;101127;50;"M";"Sales";"Manager";5;19331.0;"No"
1056;101128;23;"M";"Research & Development";"Research Scientist";1;2073.0;"No"
1057;101129;36;"Male";"Research & Development";"Laboratory Technician";2;5562.0;"No"
1058;101130;42;"Male";"Research & Development";"Manager";5;19613.0;"No"
1059;101131;35;"male";"Research & Development";"Laboratory Technician";2;3407.0;"No"
1060;101132;34;"M";"Research & Development";"Healthcare Representative";2;5063.0;"No"
1061;101133;40;"f";"Sales";"Sales Executive";2;4639.0;"No"
1062;101134;43;"Male";"Research & Development";"Laboratory Technician";1;4876.0;"No"
1063;101135;35;"male";"Research & Development";"Laboratory Technician";1;2690.0;"No"
1064;101136;46;"Male";"Sales";"Manager";4;17567.0;"No"
1065;101137;28;"Male";"Research & Development";"Laboratory Technician";1;2408.0;"Yes"
1066;101138;22;"Female";"Research & Development";"Research Scientist";1;2814.0;"No"
1067;101139;50;"Male";"Research & Development";"Healthcare Representative";4;11245.0;"No"
1068;101140;32;"f";"Research & Development";"Research Scientist";1;3312.0;"No"
1069;101141;44;"f";"Research & Development";"Research Director";5;19049.0;"No"
1070;101142;30;"Male";"Research & Development";"Research Scientist";1;2141.0;"No"
1071;101143;45;"FEMALE";"Research & Development";"Laboratory Technician";2;5769.0;"No"
1072;101144;45;"male";"Sales";"Sales Executive";2;4385.0;"No"
1073;101145;31;"male";"Sales";"Sales Executive";2;5332.0;"No"
1074;101146;36;"FEMALE";"Research & Development";"Manufacturing Director";2;4663.0;"No"
1075;101147;34;"Male";"Research & Development";"Manufacturing Director";2;4724.0;"No"
1076;101148;49;"f";"Research & Development";"Laboratory Technician";1;3211.0;"No"
1077;101149;39;"male";"Research & Development";"Manufacturing Director";2;5377.0;"No"
1078;101150;27;"Male";"Research & Development";"Laboratory Technician";1;4066.0;"No"
1079;101151;35;"male";"Research & Development";"Research Scientist";2;5208.0;"No"
1080;101152;28;"FEMALE";"Research & Development";"Manufacturing Director";2;4877.0;"No"
1081;101153;21;"Male";"Research & Development";"Research Scientist";1;3117.0;"No"
1082;101154;18;"f";"Sales";"Sales Representative";1;1569.0;"Yes"
1083;101155;47;"f";"Human Resources";"Manager";5;19658.0;"No"
1084;101156;39;"Male";"Research & Development";"Laboratory Technician";2;3069.0;"No"
1085;101157;40;"f";"Research & Development";"Manufacturing Director";3;10435.0;"No"
1086;101158;35;"Female";"Research & Development";"Healthcare Representative";2;4148.0;"No"
1087;101161;45;"f";"Research & Development";"Manufacturing Director";2;5770.0;"No"
1088;101162;38;"Female";"Research & Development";"Manufacturing Director";3;7756.0;"No"
1089;101163;35;"male";"Sales";"Sales Executive";3;10306.0;"Yes"
1090;101164;37;"f";"Research & Development";"Research Scientist";1;3936.0;"No"
1091;101165;40;"f";"Research & Development";"Manufacturing Director";3;7945.0;"No"
1092;101166;44;"M";"Human Resources";"Human Resources";2;5743.0;"No"
1093;101167;48;"M";"Research & Development";"Manager";4;15202.0;"No"
1094;101168;35;"male";"Sales";"Sales Executive";2;5440.0;"Yes"
1095;101169;24;"f";"Research & Development";"Research Scientist";1;3760.0;"No"
1096;101170;27;"f";"Research & Development";"Research Scientist";1;3517.0;"No"
1097;101172;40;"M";"Research & Development";"Laboratory Technician";1;2166.0;"Yes"
1098;101173;29;"male";"Sales";"Sales Executive";2;5869.0;"No"
1099;101174;36;"FEMALE";"Research & Development";"Healthcare Representative";3;8008.0;"No"
1100;101175;25;"male";"Research & Development";"Manufacturing Director";2;5206.0;"No"
1101;101176;39;"male";"Research & Development";"Manufacturing Director";2;5295.0;"No"
1102;101177;49;"f";"Research & Development";"Research Director";4;16413.0;"No"
1103;101178;50;"f";"Research & Development";"Research Director";3;13269.0;"No"
1104;101180;34;"FEMALE";"Research & Development";"Research Scientist";2;5433.0;"No"
1105;101181;36;"M";"Research & Development";"Laboratory Technician";1;52196.0;"No"
1106;101182;49;"FEMALE";"Research & Development";"Healthcare Representative";4;13966.0;"No"
1107;101183;36;"Female";"Research & Development";"Manufacturing Director";2;4374.0;"No"
1108;101184;36;"male";"Research & Development";"Healthcare Representative";2;6842.0;"No"
1109;101185;54;"FEMALE";"Research & Development";"Manager";4;17426.0;"No"
1110;101186;43;"Male";"Research & Development";"Research Director";4;17603.0;"No"
1111;101187;35;"Male";"Sales";"Sales Executive";2;4581.0;"Yes"
1112;101188;38;"M";"Research & Development";"Research Scientist";2;4735.0;"No"
1113;101189;29;"M";"Sales";"Sales Executive";2;4187.0;"No"
1114;101190;33;"Male";"Sales";"Sales Executive";2;5505.0;"No"
1115;101191;32;"Male";"Research & Development";"Research Scientist";2;5470.0;"No"
1116;101192;31;"f";"Sales";"Sales Executive";2;5476.0;"No"
1117;101193;49;"FEMALE";"Research & Development";"Laboratory Technician";1;2587.0;"No"
1118;101194;38;"Female";"Research & Development";"Laboratory Technician";1;2440.0;"No"
1119;101195;47;"f";"Sales";"Manager";4;15972.0;"No"
1120;101196;49;"male";"Research & Development";"Manager";4;15379.0;"No"
1121;101197;41;"Male";"Sales";"Sales Executive";3;7082.0;"No"
1122;101198;20;"male";"Sales";"Sales Representative";1;2728.0;"No"
1123;101201;44;"FEMALE";"Human Resources";"Human Resources";1;3195.0;"No"
1124;101202;23;"Male";"Research & Development";"Laboratory Technician";1;3989.0;"Yes"
1125;101203;38;"FEMALE";"Research & Development";"Laboratory Technician";1;3306.0;"No"
1126;101204;53;"M";"Research & Development";"Healthcare Representative";3;7005.0;"No"
1127;101205;48;"f";"Sales";"Sales Representative";1;2655.0;"Yes"
1128;101206;32;"Male";"Research & Development";"Laboratory Technician";1;1393.0;"Yes"
1129;101207;26;"male";"Research & Development";"Laboratory Technician";1;2570.0;"No"
1130;101208;55;"Male";"Research & Development";"Research Scientist";1;3537.0;"No"
1131;101209;34;"Male";"Research & Development";"Laboratory Technician";2;3986.0;"No"
1132;101210;60;"male";"Research & Development";"Healthcare Representative";3;10883.0;"No"
1133;101211;33;"male";"Research & Development";"Laboratory Technician";1;2028.0;"No"
1134;101212;37;"male";"Sales";"Sales Executive";2;9525.0;"No"
1135;101213;34;"f";"Research & Development";"Research Scientist";1;2929.0;"No"
1136;101214;23;"Male";"Sales";"Sales Representative";1;2275.0;"Yes"
1137;101215;44;"Female";"Research & Development";"Healthcare Representative";3;7879.0;"No"
1138;101216;35;"M";"Research & Development";"Research Scientist";1;4930.0;"No"
1139;101217;43;"male";"Sales";"Sales Executive";2;7847.0;"No"
1140;101218;24;"M";"Research & Development";"Research Scientist";1;4401.0;"No"
1141;101219;41;"M";"Sales";"Sales Executive";3;9241.0;"No"
1142;101220;29;"f";"Research & Development";"Laboratory Technician";1;2974.0;"No"
1143;101221;36;"Female";"Sales";"Sales Representative";2;4502.0;"No"
1144;101222;45;"M";"Research & Development";"Healthcare Representative";3;10748.0;"No"
1145;101223;24;"Male";"Human Resources";"Human Resources";1;1555.0;"Yes"
1146;101224;47;"Male";"Sales";"Sales Executive";4;12936.0;"Yes"
1147;101225;26;"Male";"Research & Development";"Laboratory Technician";1;78759.0;"No"
1148;101226;45;"FEMALE";"Research & Development";"Research Director";4;16704.0;"No"
1149;101227;32;"Male";"Research & Development";"Research Scientist";1;3433.0;"No"
1150;101228;31;"Male";"Research & Development";"Laboratory Technician";1;3477.0;"No"
1151;101229;41;"male";"Human Resources";"Human Resources";2;6430.0;"No"
1152;101230;40;"Female";"Research & Development";"Manufacturing Director";2;6516.0;"No"
1153;101231;24;"M";"Research & Development";"Laboratory Technician";1;3907.0;"No"
1154;101232;46;"M";"Research & Development";"Healthcare Representative";2;5562.0;"No"
1155;101233;35;"Male";"Research & Development";"Manufacturing Director";2;6883.0;"No"
1156;101234;30;"male";"Research & Development";"Research Scientist";1;2862.0;"No"
1157;101235;47;"M";"Sales";"Sales Executive";2;4978.0;"No"
1158;101236;46;"male";"Sales";"Sales Executive";3;10368.0;"No"
1159;101237;36;"male";"Sales";"Sales Executive";2;6134.0;"Yes"
1160;101238;32;"M";"Sales";"Sales Executive";2;6735.0;"Yes"
1161;101239;23;"FEMALE";"Research & Development";"Laboratory Technician";1;3295.0;"No"
1162;101240;31;"f";"Research & Development";"Manufacturing Director";2;5238.0;"No"
1163;101242;32;"M";"Sales";"Sales Executive";3;9610.0;"No"
1164;101243;40;"Male";"Sales";"Manager";5;19833.0;"No"
1165;101245;30;"f";"Research & Development";"Research Scientist";1;4968.0;"No"
1166;101246;24;"M";"Human Resources";"Human Resources";1;2145.0;"No"
1167;101248;31;"male";"Sales";"Sales Executive";2;8346.0;"No"
1168;101249;27;"Female";"Research & Development";"Research Scientist";1;3445.0;"No"
1169;101250;29;"f";"Sales";"Sales Representative";1;2760.0;"Yes"
1170;101251;29;"male";"Research & Development";"Healthcare Representative";2;6294.0;"No"
1171;101252;30;"Male";"Sales";"Sales Executive";3;7140.0;"No"
1172;101254;33;"Female";"Sales";"Sales Executive";2;5147.0;"No"
1173;101255;49;"Female";"Sales";"Sales Executive";2;4507.0;"No"
1174;101256;33;"f";"Sales";"Sales Executive";3;8564.0;"Yes"
1175;101257;38;"f";"Research & Development";"Laboratory Technician";1;2468.0;"No"
1176;101258;31;"male";"Sales";"Sales Executive";3;8161.0;"Yes"
1177;101259;29;"FEMALE";"Research & Development";"Research Scientist";1;2109.0;"No"
